method,nominal_coverage,dimension,slice_name,sample_count,empirical_coverage,coverage_error,mean_width_ugm3,median_width_ugm3,winkler_interval_score
conditional_regime_residual,0.9,Pollution_Regime,High,330,0.906060606060606,0.006060606060605989,85.17917680886292,89.33815935178637,112.95916396570313
conditional_regime_residual,0.9,Pollution_Regime,Extreme,191,0.93717277486911,0.03717277486910997,103.35652904467663,109.1086772852932,111.61731436098054
conditional_regime_residual,0.9,Extreme_Subset,Extreme_Episodes_ge_150,398,0.9120603015075377,0.012060301507537674,93.89887247716891,89.3381593517864,117.89910400256441
conditional_regime_residual,0.95,Global,Overall_All_Folds,1096,0.9516423357664233,0.001642335766423364,80.96808094386915,60.635332571753366,98.00096491684387
conditional_regime_residual,0.95,Year,2022,365,0.9452054794520548,-0.004794520547945158,82.72941580125534,58.911131677151566,99.92316142625366
conditional_regime_residual,0.95,Year,2023,365,0.9616438356164384,0.011643835616438447,83.17233491103619,58.911131677151566,96.16097136947549
conditional_regime_residual,0.95,Year,2024,366,0.9480874316939891,-0.0019125683060108312,77.0133270614595,60.63533257175338,97.91898655305938
conditional_regime_residual,0.95,Season,Winter,271,0.955719557195572,0.005719557195572045,112.25436844647454,116.29492246390834,127.77747829663124
conditional_regime_residual,0.95,Season,Summer,276,0.9637681159420289,0.01376811594202898,70.56549028494837,58.911131677151566,82.97045918596187
conditional_regime_residual,0.95,Season,Monsoon,366,0.9480874316939891,-0.0019125683060108312,50.32582141162179,41.95786312732978,65.55089920790267
conditional_regime_residual,0.95,Season,Post-Monsoon,183,0.9344262295081968,-0.015573770491803196,111.61069349828779,116.29492246390834,141.4747818855517
conditional_regime_residual,0.95,Pollution_Regime,Low,245,0.9428571428571428,-0.0071428571428571175,40.50977899540953,39.794566710741584,59.25485686313004
conditional_regime_residual,0.95,Pollution_Regime,Moderate,330,0.9363636363636364,-0.013636363636363558,59.49631501107702,58.911131677151566,78.6716939776388
conditional_regime_residual,0.95,Pollution_Regime,High,330,0.9636363636363636,0.013636363636363669,113.31956193631244,119.58787336881915,133.27589927107294
conditional_regime_residual,0.95,Pollution_Regime,Extreme,191,0.9685863874345549,0.018586387434554985,114.06744224066357,116.29492246390834,120.1513709179013
conditional_regime_residual,0.95,Extreme_Subset,Extreme_Episodes_ge_150,398,0.9623115577889447,0.012311557788944771,113.67303364136298,116.29492246390834,129.9929919493712
