date,group_a,group_b,effect_a,effect_b,effect_combined_ab,interaction_value,non_additive_flag
2024-06-10,wind_ventilation,meteorology,0.028908758015958824,1.943707381061671,1.999418937413651,0.026802798336021283,False
2024-06-11,wind_ventilation,meteorology,1.4210854715202004e-14,1.9896613132693517,1.9896613132693517,-1.4210854715202004e-14,False
2024-06-12,wind_ventilation,meteorology,0.3729805566182307,2.0085845841596353,2.343490736015923,-0.038074404761943015,False
2024-06-13,wind_ventilation,meteorology,0.10323487107426388,2.1778233227126265,2.281058193786876,-1.4210854715202004e-14,False
2024-06-14,wind_ventilation,meteorology,0.023487779119278684,1.4346272567509288,1.4581150358701933,-1.4210854715202004e-14,False
2024-06-15,wind_ventilation,meteorology,0.18926210138630495,1.6171654355310068,1.833230335253333,0.026802798336021283,False
2024-06-16,wind_ventilation,meteorology,0.2304803523822443,1.4666965864694674,1.7239797371877472,0.026802798336035494,False
2024-06-17,wind_ventilation,meteorology,0.05991721824184992,0.6260103823951653,0.7900652292030799,0.10413762856606468,False
2024-06-18,wind_ventilation,meteorology,0.08047799324468485,0.30614538886197806,0.4907610106727418,0.10413762856607889,False
2024-06-19,wind_ventilation,meteorology,0.012321190327241993,0.5855096356941516,0.7019684545874441,0.10413762856605047,False
2024-06-20,wind_ventilation,meteorology,0.22926382386201283,1.979313063097905,2.3127145155259683,0.10413762856605047,False
2024-06-21,wind_ventilation,meteorology,0.18629866878221435,2.023768152599928,2.2368696197181777,0.026802798336035494,False
2024-06-22,wind_ventilation,meteorology,0.23178711236765537,2.006867764071373,2.2386548764390284,0.0,False
2024-06-23,wind_ventilation,meteorology,0.07699372277404848,2.042359769930556,2.1461562910406258,0.026802798336021283,False
2024-06-24,wind_ventilation,meteorology,0.016565578941310832,1.76316479250265,1.7797303714439323,-2.842170943040401e-14,False
2024-06-25,wind_ventilation,meteorology,0.2533040456325324,2.059082938310823,2.2743125791814265,-0.038074404761928804,False
2024-06-26,wind_ventilation,meteorology,0.4143231257521336,1.9132679915075386,2.367447069640619,0.039855952380946746,False
2024-06-27,wind_ventilation,meteorology,-0.148439389061366,1.8336386721063747,1.7631296401878558,0.07793035714284713,False
2024-06-28,wind_ventilation,meteorology,1.4210854715202004e-14,1.957441329082684,2.035371686225531,0.07793035714283292,False
2024-06-29,wind_ventilation,meteorology,-0.1484393890613518,1.957441329082684,1.886932297164165,0.07793035714283292,False
